"Firstname","Lastname","gender","Party","Organization","Job","Date_Start","Date_End","Classification","Interval","Income_Min","Income_Max","Edit_URL"
"Matthias","Heider","male","CDU","Rechtsanwalt","Mandant 2","1/1/2016 0:00:00","","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/179945/edit"
"Matthias","Heider","male","CDU","Rechtsanwalt","Mandant 3","1/1/2014 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/179946/edit"
"Matthias","Heider","male","CDU","Rechtsanwalt","Mandant 3","1/1/2015 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/179947/edit"
"Matthias","Heider","male","CDU","Rechtsanwalt","Mandant 4","1/1/2015 0:00:00","","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/179948/edit"
"Matthias","Heider","male","CDU","Rechtsanwalt","Mandant 4","1/1/2016 0:00:00","","4","0","""15,000""","""30,000""","https://www.abgeordnetenwatch.de/node/179949/edit"
"Matthias","Heider","male","CDU","Ergo Versicherungsgruppe AG","Mitglied des Beirates","","1/29/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179950/edit"
"Matthias","Heider","male","CDU","""Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen""","Stellv. Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179951/edit"
"Matthias","Heider","male","CDU","Seminar für Staatsbürgerkunde e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179952/edit"
"Matthias","Heider","male","CDU","Verein zur Förderung der Wettbewerbswirtschaft e.V.","Vorsitzender des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179953/edit"
"Hubertus","Heil","male","SPD","FernUniversität in Hagen","Mitglied des Parlamentarischen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/178207/edit"
"Hubertus","Heil","male","SPD","Kreditanstalt für Wiederaufbau","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178209/edit"
"Hubertus","Heil","male","SPD","Stiftung neue Verantwortung e.V.","Mitglied des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/178210/edit"
"Hubertus","Heil","male","SPD","Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e.V.","Mitglied des Senats","","","","0","","","https://www.abgeordnetenwatch.de/node/178211/edit"
"Rosemarie","Hein","female","DIE LINKE","Bundesakademie für musikalische Jugendbildung e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178620/edit"
"Rosemarie","Hein","female","DIE LINKE","Rosa-Luxemburg-Stiftung Sachsen-Anhalt","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/178621/edit"
"Rosemarie","Hein","female","DIE LINKE","""Zentrum für Produkt-, Verfahrens- und Prozessinnovation GmbH (ZPVP )""","Mitglied des Aufsichtsrates","","6/30/2017 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/180588/edit"
"Rosemarie","Hein","female","DIE LINKE","Stadt Magdeburg","Mitglied des Stadtrates","","6/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/180589/edit"
"Frank","Heinrich","male","CDU","University of the Nations Kona","Vortragsreihe","1/1/2014 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/178757/edit"
"Frank","Heinrich","male","CDU","Technische Universität Chemnitz - nanett - Kompetenznetzwerk für Nanosystemintegration","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/178758/edit"
"Frank","Heinrich","male","CDU","Deutsche Evangelische Allianz e.V.","Mitglied des Hauptvorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/178759/edit"
"Frank","Heinrich","male","CDU","Freiheit für die Westsahara e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178760/edit"
"Frank","Heinrich","male","CDU","Gemeinsam gegen Menschenhandel e.V.","Vorsitzender des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/178761/edit"
"Frank","Heinrich","male","CDU","IJBS - Internationale Jugendbegegnungsstätte in Oswiecim/Auschwitz","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178762/edit"
"Frank","Heinrich","male","CDU","Lern- und Gedenkort Kaßberg-Gefängnis e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/178763/edit"
"Frank","Heinrich","male","CDU","Perspektiven für Familien e.V. -","Vorsitzender des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/178764/edit"
"Frank","Heinrich","male","CDU","Schwimm-Club Chemnitz von 1892 e.V.","Präsident","","","","0","","","https://www.abgeordnetenwatch.de/node/178765/edit"
"Frank","Heinrich","male","CDU","Stiftung für Grundwerte und Völkerverständigung","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178766/edit"
"Frank","Heinrich","male","CDU","The Iman Foundation","Member of the Advisory Board","","","","0","","","https://www.abgeordnetenwatch.de/node/178767/edit"
"Mark","Helfrich","male","CDU","Entwicklungsgesellschaft Brunsbüttel mbH","""Mitglied des Aufsichtsrates, von Amts wegen""","","12/31/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179648/edit"
"Mark","Helfrich","male","CDU","Entwicklungsgesellschaft Brunsbüttel mbH","Beratendes Mitglied des Aufsichtsrates (Gaststatus)","","","","0","","","https://www.abgeordnetenwatch.de/node/179649/edit"
"Mark","Helfrich","male","CDU","Kreis Steinburg","Mitglied des Kreistages","","11/30/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179650/edit"
"Mark","Helfrich","male","CDU","Zweckverband Wasserwerk Wacken","Stellv. Mitglied der Verbandsversammlung","","11/30/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179651/edit"
"Mark","Helfrich","male","CDU","Europaverband der Selbständigen - Deutschland e.V. (ESD)","Mitglied des Parlamentarischen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179652/edit"
"Mark","Helfrich","male","CDU","THW-Landesvereinigung Schleswig-Holstein e.V.","Stellv. Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/179653/edit"
"Mark","Helfrich","male","CDU","Wirtschaftsrat der CDU e.V.","Mitglied des Vorstandes der Sektion Dithmarschen","","","","0","","","https://www.abgeordnetenwatch.de/node/179654/edit"
"Wolfgang","Hellmich","male","SPD","Deutsche Gesellschaft für Wehrtechnik e.V.","Mitglied des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/176611/edit"
"Heidtrud","Henn","female","SPD","Stadt Neunkirchen","Mitglied des Stadtrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177393/edit"
"Michael","Hennrich","male","CDU","AMGEN GmbH","Vortrag","1/1/2015 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/177648/edit"
"Michael","Hennrich","male","CDU","Bayer Vital GmbH","Vortrag","1/1/2013 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/177649/edit"
"Michael","Hennrich","male","CDU","Bayer Vital GmbH","Vortrag","1/1/2014 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/177650/edit"
"Michael","Hennrich","male","CDU","ConEvent GmbH","Diskussionsrunde","1/1/2014 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/177651/edit"
"Michael","Hennrich","male","CDU","MEDA Pharma GmbH & Co. KG","Moderation","1/1/2014 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/177652/edit"
"Michael","Hennrich","male","CDU","Rheumatologische Fortbildungsakademie GmbH","Vortrag","1/1/2014 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/177653/edit"
"Michael","Hennrich","male","CDU","RS Medical Consult GmbH","Vortrag","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/177654/edit"
"Michael","Hennrich","male","CDU","Springer Medizin Verlag GmbH","Vortrag","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/177655/edit"
"Michael","Hennrich","male","CDU","cui bono health-consulting GmbH","Mitglied des Beirates","","9/30/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177656/edit"
"Michael","Hennrich","male","CDU","Süddeutsche Krankenversicherung a.G.","Mitglied des Aufsichtsrates","","","3","12","""21,000""","""45,000""","https://www.abgeordnetenwatch.de/node/177657/edit"
"Michael","Hennrich","male","CDU","Süddeutsche Lebensversicherung a.G.","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177658/edit"
"Michael","Hennrich","male","CDU","Deutsch-Arabische Freundschaftsgesellschaft e.V. (DAFG)","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177659/edit"
"Michael","Hennrich","male","CDU","DUK Versorgungswerk e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177660/edit"
"Michael","Hennrich","male","CDU","Haus & Grund Württemberg e.V.","Landesvorsitzender","","","1","1","""42,000""","""147,000""","https://www.abgeordnetenwatch.de/node/177661/edit"
"Gabriele","Hiller-Ohm","female","SPD","Nordelbische Evangelisch-Lutherische Kirche (NEK)","Mitglied des Beirates des Kirchlichen Dienstes in der Arbeitswelt","","","","0","","","https://www.abgeordnetenwatch.de/node/178904/edit"
"Gabriele","Hiller-Ohm","female","SPD","Deutsches Seminar für Tourismus Berlin e.V. (DSFT)","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178905/edit"
"Peter","Hintze","male","CDU","Konrad-Adenauer-Stiftung e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/176752/edit"
"Heribert","Hirte","male","CDU","Universität Hamburg","Universitätsprofessor","","","1","1","""42,000""","""147,000""","https://www.abgeordnetenwatch.de/node/180237/edit"
"Heribert","Hirte","male","CDU","Gutachterliche Tätigkeit","Mandant 1","1/1/2014 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180238/edit"
"Heribert","Hirte","male","CDU","Gutachterliche Tätigkeit","Mandant 2","1/1/2014 0:00:00","","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/180239/edit"
"Heribert","Hirte","male","CDU","Gutachterliche Tätigkeit","Mandant 3","1/1/2015 0:00:00","","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/180240/edit"
"Heribert","Hirte","male","CDU","Gutachterliche Tätigkeit","Mandant 4","1/1/2015 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180241/edit"
"Heribert","Hirte","male","CDU","Publizistische Tätigkeit","Verlag Franz Vahlen GmbH","1/1/2015 0:00:00","","3","0","""7,000""","""15,000""","https://www.abgeordnetenwatch.de/node/180242/edit"
"Heribert","Hirte","male","CDU","Publizistische Tätigkeit","Verlag Franz Vahlen GmbH","1/1/2016 0:00:00","","4","0","""15,000""","""30,000""","https://www.abgeordnetenwatch.de/node/180243/edit"
"Heribert","Hirte","male","CDU","Publizistische Tätigkeit","Verlag Franz Vahlen GmbH","1/1/2017 0:00:00","","2","0","""3,500""","""7,000""","https://www.abgeordnetenwatch.de/node/180244/edit"
"Heribert","Hirte","male","CDU","Publizistische Tätigkeit","RWS Verlag Kommunikationsforum GmbH","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180245/edit"
"Heribert","Hirte","male","CDU","Publizistische Tätigkeit","Verlag Walter de Gruyter GmbH","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180246/edit"
"Heribert","Hirte","male","CDU","Publizistische Tätigkeit","Verwertungsgesellschaft WORT (VG WORT)","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180247/edit"
"Heribert","Hirte","male","CDU","Publizistische Tätigkeit","Wolters Kluwer Deutschland GmbH","1/1/2016 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180248/edit"
"Heribert","Hirte","male","CDU","Publizistische Tätigkeit","Wolters Kluwer Deutschland GmbH","1/1/2017 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180249/edit"
"Heribert","Hirte","male","CDU","Handelsblatt Fachmedien GmbH","Vortrag und Tagungsleitung","1/1/2015 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180250/edit"
"Heribert","Hirte","male","CDU","Wolters Kluwer Deutschland GmbH","Vortrag","1/1/2014 0:00:00","","1","0","""1,000""","""3,500""","https://www.abgeordnetenwatch.de/node/180251/edit"
"Heribert","Hirte","male","CDU","Clairfield International Deutschland SynCap Management GmbH","Mitglied des Fachbeirates","","","","0","","","https://www.abgeordnetenwatch.de/node/180252/edit"
"Heribert","Hirte","male","CDU","Deutsch-Amerikanische Juristen-Vereinigung e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/180253/edit"
"Heribert","Hirte","male","CDU","Deutscher Juristen-Fakultätentag (DJFT)","Mitglied des Ständigen Ausschusses","","","","0","","","https://www.abgeordnetenwatch.de/node/180254/edit"
"Heribert","Hirte","male","CDU","Max-Planck-Institute für Biologie des Alterns und für Stoffwechselforschung","Mitglied des gemeinsamen Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/180255/edit"
"Robert","Hochbaum","male","CDU","Vogtländischer Verein zu Berlin e.V.","Vorsitzender","","5/21/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177557/edit"
"Eva","Högl","female","SPD","Schlichtungsstelle der Rechtsanwaltschaft","Mitglied des Beirates","","3/14/2016 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177200/edit"
"Eva","Högl","female","SPD","Stiftung Denkmal für die ermordeten Juden Europas","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177201/edit"
"Eva","Högl","female","SPD","Stiftung Deutsches Historisches Museum (DHM)","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177202/edit"
"Eva","Högl","female","SPD","Europa-Union Deutschland e.V. (EUD)","Vizepräsidentin","","","","0","","","https://www.abgeordnetenwatch.de/node/177203/edit"
"Eva","Högl","female","SPD","Stiftung Berliner Schloss - Humboldtforum","Stellv. Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177204/edit"
"Eva","Högl","female","SPD","Trägerverein Netzwerk Berlin e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177205/edit"
"Bärbel","Höhn","female","DIE GRÜNEN","Deutsch-Brasilianische Gesellschaft e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178300/edit"
"Bärbel","Höhn","female","DIE GRÜNEN","Deutsche Bundesstiftung Umwelt (DBU)","Mitglied des Kuratoriums","","","3","12","""21,000""","""45,000""","https://www.abgeordnetenwatch.de/node/178302/edit"
"Bärbel","Höhn","female","DIE GRÜNEN","Exposure- und Dialogprogramme (EDP) e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178303/edit"
"Bärbel","Höhn","female","DIE GRÜNEN","GLOBE Deutschland","Beisitzerin des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/178304/edit"
"Bärbel","Höhn","female","DIE GRÜNEN","Faire Welt e.V.","Stellv. Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/178305/edit"
"Karl","Holmeier","male","CSU","Sana Kliniken des Landkreises Cham gemeinnützige GmbH","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/177552/edit"
"Karl","Holmeier","male","CSU","Gemeinde Weiding","1. Bürgermeister","","4/30/2014 0:00:00","2","1","""17,500""","""35,000""","https://www.abgeordnetenwatch.de/node/177558/edit"
"Karl","Holmeier","male","CSU","Landkreis Cham","""Mitglied des Kreistages, Fraktionsvorsitzender""","","","","0","","","https://www.abgeordnetenwatch.de/node/177560/edit"
"Karl","Holmeier","male","CSU","Zweckverband zur Wasserversorgung der Chamer Gruppe","Mitglied des Verwaltungsrates und 2. Vorsitzender","","4/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177564/edit"
"Karl","Holmeier","male","CSU","Europaverband der Selbständigen - Deutschland e.V. (ESD)","​Mitglied des Parlamentarischen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177567/edit"
"Margaret","Horb","female","CDU","Evangelische Pfarrpfründestiftung Baden (EPSB)","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179291/edit"
"Margaret","Horb","female","CDU","Evangelische Stiftung Pflege Schönau (ESPS)","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179292/edit"
"Margaret","Horb","female","CDU","Landratsamt Neckar-Odenwald-Kreis","Mitglied des Jugendhilfeausschusses","","","","0","","","https://www.abgeordnetenwatch.de/node/179293/edit"
"Margaret","Horb","female","CDU","Stadt Osterburken","Mitglied des Kulturausschusses und des Schöffenwahlausschusses","","","","0","","","https://www.abgeordnetenwatch.de/node/179294/edit"
"Margaret","Horb","female","CDU","Das Internationale Jugendprogramm in Deutschland e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179295/edit"
"Bettina","Hornhues","female","CDU","NordFinanz Bank AG","Bankkauffrau","","11/15/2013 0:00:00","1","1","0","0","https://www.abgeordnetenwatch.de/node/176811/edit"
